Security Code,Security Id,SECURITY_NAME,Status,Group,Face Value,ISIN No,Industry,Instrument
533022,20MICRONS,20 MICRONS LTD,Active,B ,5,INE144J01027,Mining,Equity
532628,3IINFOTECH,3I INFOTECH LTD,Active,B ,10,INE748C01020,IT Consulting & Software,Equity
523395,3MINDIA,3M INDIA LTD,Active,A ,10,INE470A01017,Diversified,Equity
516092,3PLAND,3P LAND HOLDINGS LTD,Active,B ,2,INE105C01023,Paper & Paper Products,Equity
540776,5PAISA,5PAISA CAPITAL LTD,Active,T ,10,INE618L01018,Other Financial Services,Equity
526881,63MOONS,63 MOONS TECHNOLOGIES LTD,Active,B ,2,INE111B01023,IT Consulting & Software,Equity
540615,7NR,7NR RETAIL LTD,Active,B ,10,INE413X01019,Specialty Retail,Equity
540874,7SEASL,7SEAS ENTERTAINMENT LTD,Suspended,Z ,10,INE454F01010,Movies & Entertainment,Equity
590116,7SEAS,7SEAS TECHNOLOGIES LTD-$,Suspended,X ,10,INF454F01010,IT Software Products,Equity
512161,8KMILES,8K MILES SOFTWARE SERVICES LTD,Active,T ,5,INE650K01021,Internet Software & Services,Equity
540697,AMFL,A & M FEBCON LTD,Active,B ,10,INE319X01018,Industrial Machinery,Equity
516078,JUMBO,JUMBO BAG LTD,Active,Z ,10,INE699D01015,Containers & Packaging,Equity
539620,AINFRA,A INFRASTRUCTURE LTD,Active,XT,5,INE534E01020,Cement & Cement Products,Equity
539300,AKSPINTEX,A K SPINTEX LTD,Active,X ,10,INE671K01019,Textiles,Equity
540135,ARCFIN,A R C FINANCE LTD,Active,X ,10,INE202R01018,Other Financial Services,Equity
530499,AKCAPIT,A.K.CAPITAL SERVICES LTD,Active,X ,10,INE701G01012,Finance (including NBFCs),Equity
542012,AAL,A-1 ACID LTD,Active,M ,10,INE911Z01017,CommTrading  & Distribution,Equity
533292,A2ZINFRA,A2Z INFRA ENGINEERING LTD,Active,B ,10,INE619I01012,Utilities:Non-Elec,Equity
531611,AADHAARVEN,AADHAAR VENTURES INDIA LTD,Suspended,XT,10,INE063D01030,Finance (including NBFCs),Equity
530027,AADIIND,AADI INDUSTRIES LTD,Suspended,Z ,10,INE563D01013,Fibres & Plastics,Equity
531866,AAGAMCAP,AAGAM CAPITAL LTD,Suspended,X ,10,INE817D01013,Investment Companies,Equity
522201,AAKARENG,AAKAR ENGINEERING & MANUFACTURING COMPANY LTD,Delisted,XD,10,INE814B01014,IT Software Products,Equity
539096,AANANDALAK,AANANDA LAKSHMI SPINNING MILLS LTD,Suspended,XT,10,INE197R01010,Textiles,Equity
538812,AANCHALISP,AANCHAL ISPAT LTD,Active,T ,10,INE322R01014,Iron & Steel/IntermProducts,Equity
523511,AANKITG,AANKIT GRANITES LTD,Delisted,P ,10,NA          ,Construction Materials,Equity
539632,AARCOM,AAR COMMERCIAL COMPANY LTD,Active,XT,10,INE184K01013,Distributors,Equity
542377,AARSHYAM,AAR SHYAM INDIA INVESTMENT COMPANY LTD,Active,XT,10,INE512R01010,Finance (including NBFCs),Equity
524412,AREYDRG,AAREY DRUGS & PHARMACEUTICALS LTD,Active,X ,10,INE198H01019,Pharmaceuticals,Equity
539562,AARNAV,AARNAV FASHIONS LTD,Active,X ,10,INE750R01016,Other Financial Services,Equity
542580,AARTECH,AARTECH SOLONICS LTD,Active,M ,10,INE01C001018,Heavy Electrical Equipment,Equity
524348,AARTIDRUGS,AARTI DRUGS LTD,Active,B ,10,INE767A01016,Pharmaceuticals,Equity
524208,AARTIIND,AARTI INDUSTRIES LTD,Active,A ,5,INE769A01020,Specialty Chemicals,Equity
543210,AARTISURF,AARTI SURFACTANTS LTD,Active,T ,10,INE09EO01013,Specialty Chemicals,Equity
526488,AARVINFRA,AARV INFRATEL LTD,Active,P ,10,INE432N01010,Textiles,Equity
514274,AARVEEDEN,AARVEE DENIMS & EXPORTS LTD,Active,B ,10,INE273D01019,Textiles,Equity
531731,AARYAGLOBL,AARYA GLOBAL SHARES AND SECURITIES LTD,Delisted,Z ,10,INE233H01030,Textiles,Equity
531514,AASHEESH,AASHEESH SECURITIES LTD,Delisted,X ,10,INE174C01011,Finance (including NBFCs),Equity
512038,ASWTR,AASWA TRADING & EXPORTS LTD,Active,P ,10,INE887D01016,CommTrading  & Distribution,Equity
541988,AAVAS,AAVAS FINANCIERS LTD,Active,A ,10,INE216P01012,Housing Finance ,Equity
539528,AAYUSH,AAYUSH FOOD AND HERBS LTD,Active,X ,10,INE430R01015,Packaged Foods,Equity
508987,ABACUS,ABACUS COMPUTERS LTD,Delisted,Z ,10,INE192D01011,IT Consulting & Software,Equity
523204,ABAN,ABAN OFFSHORE LTD,Active,B ,2,INE421A01028,Exploration & Production,Equity
512165,ABANSENT,ABANS ENTERPRISES LTD,Active,X ,10,INE365O01010,CommTrading  & Distribution,Equity
500002,ABB,ABB INDIA LTD,Active,B ,2,INE117A01022,Heavy Electrical Equipment,Equity
543187,POWERINDIA,ABB POWER PRODUCTS AND SYSTEMS INDIA LTD,Active,B ,2,INE07Y701011,Heavy Electrical Equipment,Equity
500488,ABBOTINDIA,ABBOTT INDIA LTD,Active,A ,10,INE358A01014,Pharmaceuticals,Equity
505665,ABCBEARS,ABC BEARINGS LTD,Delisted,X ,10,INE779A01011,Industrial Machinery,Equity
513119,ABCGAS,ABC GAS (INTERNATIONAL) LTD,Active,XT,10,INE173M01012,Copper,Equity
520123,ABCINDQ,ABC INDIA LTD,Active,X ,10,INE125D01011,Surface Transportation,Equity
530833,ABEEINF,ABEE INFO-CONSUMABLES LTD,Delisted,XT,10,INE097B01016,Storage Media & Peripherals,Equity
532682,ABGSHIP,ABG SHIPYARD LTD,Suspended,Z ,10,INE067H01016,Commercial Vehicles,Equity
539560,ABHIJIT,ABHIJIT TRADING COMPANY LTD,Active,XT,10,INE994N01019,Other Food Products,Equity
532057,ABHICAP,ABHINAV CAPITAL SERVICES LTD,Active,XT,10,INE516F01016,Finance (including NBFCs),Equity
538952,ALFL,ABHINAV LEASING & FINANCE LTD,Active,X ,1,INE211D01027,Finance (including NBFCs),Equity
538935,ABHIFIN,ABHISHEK FINLEASE LTD,Active,XT,10,INE723C01015,Consulting Services,Equity
539544,ABHIINFRA,ABHISHEK INFRAVENTURES LTD,Active,X ,10,INE281P01016,Realty,Equity
511756,ABIRAFN,ABIRAMI FINANCIAL SERVICES (INDIA) LTD,Active,Z ,10,INE195I01013,Finance (including NBFCs),Equity
526955,ABLBIO,ABL BIOTECHNOLOGIES LTD,Delisted,Z ,10,INE707D01016,Pharmaceuticals,Equity
531161,ABMKNO,ABM KNOWLEDGEWARE LTD,Active,X ,5,INE850B01026,IT Software Products,Equity
500410,ACC,ACC LTD,Active,A ,10,INE012A01025,Cement & Cement Products,Equity
517494,ACCEL,ACCEL LTD,Active,XT,2,INE258C01038,Storage Media & Peripherals,Equity
532268,ACCELYA,ACCELYA SOLUTIONS INDIA LTD,Active,B ,10,INE793A01012,IT Consulting & Software,Equity
531897,ACCENTECH,ACCENTIA TECHNOLOGIES LTD,Delisted,Z ,10,INE122B01012,IT Software Products,Equity
526347,ACCLAIM,ACCLAIM INDUSTRIES LTD,Delisted,Z ,10,INE051E01017,Containers & Packaging,Equity
531905,ACCUEXPO,ACCURATE EXPORTS LTD,Delisted,XD,10,INE062B01010,CommTrading  & Distribution,Equity
530513,ACCURATE,ACCURATE TRANSFORMERS LTD,Delisted,Z ,10,INE243C01014,Other ElectEquip/ Prod,Equity
530093,ACEEDU,ACE EDUTREND LTD,Suspended,Z ,10,INE715F01014,Education,Equity
539661,ACEMEN,ACE MEN ENGG WORKS LTD,Active,XT,10,INE023R01018,Distributors,Equity
531525,ACESOFT,ACE SOFTWARE EXPORTS LTD,Active,X ,10,INE849B01010,IT Software Products,Equity
536492,ATWL,ACE TOURS WORLDWIDE LTD,Delisted,MT,10,INE926O01019,Travel Support Services,Equity
539570,ACEWIN,ACEWIN AGRITECK LTD,Active,M ,10,INE742R01013,Other Food Products,Equity
538570,ACHAL,ACHAL INVESTMENTS LTD,Suspended,XT,1,INE860P01025,Other Financial Services,Equity
517356,ACIIN,ACI INFOCOM LTD,Active,X ,1,INE167B01025,Storage Media & Peripherals,Equity
530901,ACIL,ACIL COTTON INDUSTRIES LTD,Suspended,Z ,1,INE066C01035,Textiles,Equity
530043,ACKNIT,ACKNIT INDUSTRIES LTD,Active,X ,10,INE326C01017,Other Apparels & Accessories,Equity
539391,ACME,ACME RESOURCES LTD,Active,X ,10,INE636B01011,Finance (including NBFCs),Equity
533330,ACROPETAL,ACROPETAL TECHNOLOGIES LTD,Delisted,Z ,10,INE055L01013,IT Consulting & Software,Equity
513149,ACROW,ACROW INDIA LTD,Active,X ,10,INE950D01012,Iron & Steel Products,Equity
524091,ACRYSIL,ACRYSIL LTD,Active,X ,2,INE482D01024,Plastic Products,Equity
532762,ACE,ACTION CONSTRUCTION EQUIPMENTS LTD,Active,B ,2,INE731H01025,Transport Related Services,Equity
511706,ACTIONFI,ACTION FINANCIAL SERVICES (I) LTD,Active,X ,10,INE357A01032,Other Financial Services,Equity
541144,ACTIVE,ACTIVE CLOTHING CO LTD,Active,M ,10,INE380Z01015,Other Apparels & Accessories,Equity
526177,ADAMCO,ADAM COMSOF LTD,Delisted,Z ,10,INE272A01017,IT Consulting & Software,Equity
512599,ADANIENT,ADANI ENTERPRISES LTD,Active,A ,1,INE423A01024,CommTrading  & Distribution,Equity
542066,ADANIGAS,ADANI GAS LTD,Active,A ,1,INE399L01023,Integrated Oil & Gas,Equity
541450,ADANIGREEN,ADANI GREEN ENERGY LTD,Active,A ,10,INE364U01010,Heavy Electrical Equipment,Equity
532921,ADANIPORTS,ADANI PORTS & SPECIAL ECONOMIC ZONE LTD,Active,A ,2,INE742F01042,Marine Port & Services,Equity
533096,ADANIPOWER,ADANI POWER LTD,Active,A ,10,INE814H01011,Electric Utilities,Equity
539254,ADANITRANS,ADANI TRANSMISSION LTD,Active,A ,10,INE931S01010,Electric Utilities,Equity
506225,ADARCHM,ADARSH CHEMICALS & FERTILIZERS LTD,Delisted,P ,10,NA          ,Commodity Chemicals,Equity
538563,ADARSH,ADARSH MERCANTILE LTD,Active,XT,10,INE673E01018,CommTrading  & Distribution,Equity
526711,ADARSHPL,ADARSH PLANT PROTECT LTD,Active,XT,10,INE627D01016,Agrochemicals,Equity
523411,ADCINDIA,ADC INDIA COMMUNICATIONS LTD,Active,X ,10,INE833A01016,Telecom Equipment,Equity
539506,ADCON,ADCON CAPITAL SERVICES LTD,Active,XT,10,INE805Q01010,Finance (including NBFCs),Equity
507852,ADDIND,ADDI INDUSTRIES LTD,Active,X ,5,INE757C01021,Other Apparels & Accessories,Equity
524665,ADDLP,ADD-LIFE PHARMA LTD,Delisted,Z ,10,INE124C01016,Pharmaceuticals,Equity
541865,ASRL,ADD-SHOP E-RETAIL LTD,Active,M ,10,INE01B501018,Distributors,Equity
519183,ADFFOODS,ADF FOODS LTD,Active,B ,10,INE982B01019,Packaged Foods,Equity
539493,ADHARSHILA,ADHARSHILA CAPITAL SERVICES LTD,Active,XT,10,INE269F01012,Finance (including NBFCs),Equity
539189,ADHBHUTIN,ADHBHUT INFRASTRUCTURE LTD,Suspended,XT,10,INE578L01014,Realty,Equity
538365,ADHUNIKIND,ADHUNIK INDUSTRIES LTD,Active,B ,10,INE452L01012,Iron & Steel/IntermProducts,Equity
532727,ADHUNIK,ADHUNIK METALIKS LTD,Suspended,Z ,10,INE400H01019,Iron & Steel/IntermProducts,Equity
514055,ADHUSYN,ADHUNIK SYNTHETICS LTD,Delisted,P ,10,NA          ,Textiles,Equity
514452,ADHUYRN,ADHUNIK YARNS LTD,Delisted,P ,10,NA          ,CommTrading  & Distribution,Equity
590088,ADINATHBI,ADINATH BIO-LABS LTD,Delisted,XT,1,INE129D01039,Biotechnology,Equity
532056,ADIEXRE,ADINATH EXIM RESOURCES LTD,Active,XT,10,INE398H01015,Investment Companies,Equity
514113,ADINATH,ADINATH TEXTILES LTD,Active,XT,10,INE207C01019,Textiles,Equity
534707,ADITRI,ADITRI INDUSTRIES LTD,Active,X ,10,INE636N01016,Other Apparels & Accessories,Equity
540691,ABCAPITAL,ADITYA BIRLA CAPITAL LTD,Active,A ,10,INE674K01013,Holding Companies,Equity
500057,ABCIL,ADITYA BIRLA CHEMICALS (INDIA) LTD,Delisted,B ,10,INE605B01016,Commodity Chemicals,Equity
535755,ABFRL,ADITYA BIRLA FASHION & RETAIL LTD,Active,A ,10,INE647O01011,Department Stores,Equity
532974,BIRLAMONEY,ADITYA BIRLA MONEY LTD,Active,B ,1,INE865C01022,Other Financial Services,Equity
500303,ABIRLANUVO,ADITYA BIRLA NUVO LTD,Delisted,B ,10,INE069A01017,Diversified,Equity
540146,ACML,ADITYA CONSUMER MARKETING LTD,Active,M ,10,INE427V01013,Distributors,Equity
522150,ADTYFRG,ADITYA FORGE LTD,Suspended,Z ,10,INE281H01013,Other Industrial Products,Equity
530693,ADITYAINF,ADITYA INFO-SOFT LTD,Delisted,Z ,10,INE524F01010,CommTrading  & Distribution,Equity
513513,ADITYA,ADITYA ISPAT LTD,Active,X ,10,INE570B01012,Iron & Steel/IntermProducts,Equity
514338,ADITYPL,ADITYA POLYMERS LTD,Delisted,P ,10,NA          ,Containers & Packaging,Equity
521141,ADITYASP,ADITYA SPINNERS LTD,Active,XT,10,INE122D01026,Textiles,Equity
540205,AVL,ADITYA VISION LTD,Active,M ,10,INE679V01019,Specialty Retail,Equity
511359,ADMANUM,AD-MANUM FINANCE LTD,Active,X ,10,INE556D01017,Finance (including NBFCs),Equity
530431,ADORFO,ADOR FONTECH LTD,Active,X ,2,INE853A01022,CommTrading  & Distribution,Equity
523120,ADORMUL,ADOR MULTI PRODUCTS LTD,Suspended,XT,10,INE628D01014,Personal Products,Equity
517041,ADORWELD,ADOR WELDING LTD,Active,B ,10,INE045A01017,Other Industrial Goods,Equity
532172,ADROITINFO,ADROIT INFOTECH LTD,Active,B ,10,INE737B01033,IT Consulting & Software,Equity
521048,ADVLIFE,ADVANCE LIFESTYLES LTD,Suspended,Z ,10,INE900E01015,Textiles,Equity
534612,AMTL,ADVANCE METERING TECHNOLOGY LTD,Active,X ,5,INE436N01029,Electric Utilities,Equity
526331,ADVMULT,ADVANCE MULTITECH LTD,Suspended,P ,10,INE875S01019,Plastic Products,Equity
506947,ADVPETR-B,ADVANCE PETROCHEMICALS LTD,Active,P ,10,INE334N01018,Commodity Chemicals,Equity
531047,ADVPOWER,ADVANCE POWERINFRA TECH LTD,Suspended,Z ,10,INE009D01017,Finance (including NBFCs),Equity
539982,ASYL,ADVANCE SYNTEX LTD,Active,T ,10,INE184U01012,Containers & Packaging,Equity
540025,ADVENZYMES,ADVANCED ENZYME TECHNOLOGIES LTD,Active,A ,2,INE837H01020,Other Agricultural Products,Equity
517552,ADVNCMIC,ADVANCED MICRONIC DEVICES LTD,Suspended,Z ,10,INE903C01013,Diversified,Equity
523269,ADVANIHOTR,ADVANI HOTELS & RESORTS (INDIA) LTD,Active,B ,2,INE199C01026,Hotels,Equity
532840,ADVANTA,ADVANTA LTD,Delisted,B ,2,INE517H01028,Other Agricultural Products,Equity
531429,ADVENT,ADVENT COMPUTER SERVICES LTD,Active,X ,10,INE101C01022,IT Software Products,Equity
539773,ADVIKCA,ADVIK CAPITAL LTD,Active,X ,1,INE178T01024,Finance (including NBFCs),Equity
531686,ADVIKLA,ADVIK LABORATORIES LTD,Suspended,XT,10,INE537C01019,Pharmaceuticals,Equity
541152,ADVITIYA,ADVITIYA TRADE INDIA LTD,Active,M ,10,INE705X01018,CommTrading  & Distribution,Equity
523080,AEC,AEC (INDIA) LTD,Delisted,P ,10,NA          ,Realty,Equity
530211,AECENTP,AEC ENTERPRISES LTD,Delisted,P ,10,NA          ,CommTrading  & Distribution,Equity
500003,AEGISLOG,AEGIS LOGISTICS LTD,Active,A ,1,INE208C01025,Oil Marketing & Distribution,Equity
503655,AEONIA,AEONIAN INVESTMENTS COLTD,Delisted,X ,2,INE421F01027,Investment Companies,Equity
538351,AFEL,A F ENTERPRISES LTD,Suspended,XT,10,INE663P01015,Investment Companies,Equity
542752,AFFLE,AFFLE INDIA LTD,Active,B ,10,INE00WC01019,Advertising & Media,Equity
541402,AFFORDABLE,AFFORDABLE ROBOTIC & AUTOMATION LTD,Active,M ,10,INE692Z01013,Industrial Machinery,Equity
530707,AFTEK,AFTEK LTD,Delisted,Z ,2,INE796A01023,IT Software Products,Equity
531921,AGARIND,AGARWAL INDUSTRIAL CORPORATION LTD,Active,B ,10,INE204E01012,Petrochemicals,Equity
500463,AGCNET,AGC NETWORKS LTD,Active,B ,10,INE676A01019,IT Consulting & Software,Equity
539042,AGIIL,AGI INFRA LTD,Active,B ,10,INE976R01017,Realty,Equity
516020,AGIOPAPER,AGIO PAPER & INDUSTRIES LTD,Active,X ,10,INE112C01011,Paper & Paper Products,Equity
537292,AGRITECH,AGRI- TECH (INDIA) LTD,Active,B ,10,INE449G01018,Other Agricultural Products,Equity
519536,AGRMARI,AGRI-MARINE EXPORTS LTD,Delisted,P ,10,NA          ,Packaged Foods,Equity
537492,AGRIMONY,AGRIMONY COMMODITIES LTD,Active,M ,10,INE567P01018,CommTrading  & Distribution,Equity
519281,AGRODUTCH,AGRO DUTCH INDUSTRIES LTD,Delisted,Z ,10,INE135B01014,Other Agricultural Products,Equity
500215,ATFL,AGRO TECH FOODS LTD,Active,B ,10,INE209A01019,Other Agricultural Products,Equity
533314,AGSINFO,AGS INFOTECH LTD,Delisted,XT,10,INE966E01016,IT Consulting & Software,Equity
524448,AHLCONQ,AHLCON PARENTERALS (INDIA) LTD,Delisted,B ,10,INE027C01011,Pharmaceuticals,Equity
532811,AHLUCONT,AHLUWALIA CONTRACTS (INDIA) LTD,Active,B ,2,INE758C01029,Realty,Equity
522273,AHMDSTE,AHMEDABAD STEELCRAFT LTD,Active,XT,10,INE868C01018,Iron & Steel/IntermProducts,Equity
530749,AHURAWE,AHURA WELDING ELECTRODE MANUFACTURERS LTD,Delisted,P ,10,NA          ,Other Industrial Goods,Equity
532806,AICHAMP,AI CHAMPDANY INDUSTRIES LTD,Active,XT,5,INE768E01024,Jute & Jute Products,Equity
532683,AIAENG,AIA ENGINEERING LTD,Active,A ,2,INE212H01026,Other Industrial Goods,Equity
506822,AIPCL,AIKYAM INTELLECTUAL PROPERTY CONSULTANCY LTD,Suspended,X ,1,INE739N01026,Commodity Chemicals,Equity
524288,AIMCOPEST,AIMCO PESTICIDES LTD,Active,X ,10,INE008B01013,Agrochemicals,Equity
532975,AISHWARYA,AISHWARYA TECHNOLOGIES & TELECOM LTD,Active,Z ,5,INE778I01024,Telecom Equipment,Equity
532331,AJANTPHARM,AJANTA PHARMA LTD,Active,A ,2,INE031B01049,Pharmaceuticals,Equity
519216,AJANTSOY,AJANTA SOYA LTD,Active,X ,10,INE601B01015,Edible Oils,Equity
511662,AJBRO,AJBROTHERS LTD,Delisted,Z ,10,INE939C01017,Aluminium,Equity
511692,AJCON,AJCON GLOBAL SERVICES LTD,Active,X ,10,INE759C01019,Other Financial Services,Equity
530713,AJEL,AJEL LTD,Active,Z ,10,INE229B01015,IT Consulting & Software,Equity
513349,AJMERA,AJMERA REALTY & INFRA INDIA LTD,Active,B ,10,INE298G01027,Realty,Equity
526628,AJWAFUN,AJWA FUN WORLD & RESORT LTD,Active,P ,10,INE863E01015,Other Leisure Facilities,Equity
514476,AKAIMPX,AKAI IMPEX LTD,Delisted,P ,10,NA          ,Textiles,Equity
530621,AAIL,AKAR AUTO INDUSTRIES LTD,Active,X ,5,INE864E01021,Industrial Machinery,Equity
500005,AKARLAMIN,AKAR LAMINATORS LTD,Delisted,XD,10,INE984C01013,Iron & Steel Products,Equity
501413,AKASAGC,AKASH AGENCIES LTD,Delisted,P ,10,NA          ,MiscCommercial Services,Equity
538778,AKASHDEEP,AKASHDEEP METAL INDUSTRIES LTD,Active,X ,10,INE149Q01013,Finance (including NBFCs),Equity
542020,AKI,AKI INDIA LTD,Active,M ,10,INE642Z01018,Other Apparels & Accessories,Equity
540718,AKM,AKM LACE AND EMBROTEX LTD,Active,M ,10,INE777X01017,Textiles,Equity
539017,ASHFL,AKME STAR HOUSING FINANCE LTD,Active,B ,10,INE526R01010,Housing Finance ,Equity
532351,AKSHOPTFBR,AKSH OPTIFIBRE LTD,Active,B ,5,INE523B01011,Telecom Cables,Equity
541303,AKSHAR,AKSHAR SPINTEX LTD,Active,M ,10,INE256Z01017,Textiles,Equity
524598,AKSCHEM,AKSHARCHEM (INDIA) LTD,Active,B ,10,INE542B01011,Specialty Chemicals,Equity
500710,AKZOINDIA,AKZO NOBEL INDIA LTD,Active,A ,10,INE133A01011,Furniture-Furnishing-Paints,Equity
517362,ALACRIEL,ALACRITY ELECTRONICS LTD,Delisted,XD,10,INE023C01010,Other ElectEquip/ Prod,Equity
523738,ALACRIHS,ALACRITY HOUSING LTD,Delisted,XD,10,INE781D01011,Realty,Equity
535916,ALSL,ALACRITY SECURITIES LTD,Active,M ,10,INE030P01017,Other Financial Services,Equity
539115,ALAN SCOTT,ALAN SCOTT INDUSTRIES LTD,Suspended,XT,10,INE273F01022,Movies & Entertainment,Equity
531517,ALANGIND,ALANG INDUSTRIAL GASES LTD,Suspended,X ,10,INE848C01010,Industrial Gases,Equity
531082,ALANKIT,ALANKIT LTD,Active,B ,1,INE914E01040,MiscCommercial Services,Equity
524075,ALBERTDA,ALBERT DAVID LTD,Active,B ,10,INE155C01010,Pharmaceuticals,Equity
531409,ALCHCORP,ALCHEMIST CORPORATION LTD,Active,X ,10,INE057D01016,Commodity Chemicals,Equity
526707,ALCHEM,ALCHEMIST LTD,Active,B ,10,INE964B01033,CommTrading  & Distribution,Equity
532114,AREALTY,ALCHEMIST REALTY LTD,Active,X ,2,INE646D01024,Realty,Equity
513412,ALCOBMT-B,ALCOBEX METALS LTD,Delisted,P ,10,NA          ,Copper,Equity
506235,ALEMBICLTD,ALEMBIC LTD,Active,B ,2,INE426A01027,Pharmaceuticals,Equity
533573,APLLTD,ALEMBIC PHARMACEUTICALS LTD,Active,A ,2,INE901L01018,Pharmaceuticals,Equity
501415,ALERPTR,ALERT PETROGAS LTD,Delisted,P ,10,NA          ,Oil Marketing & Distribution,Equity
511463,ALEXANDER,ALEXANDER STAMPS AND COIN LTD,Active,X ,10,INE191N01012,Diversified,Equity
507933,ALEXCON,ALEXCON FOAMCAST LTD,Delisted,XD,10,INE225A01015,Other Industrial Products,Equity
530973,ALFAICA,ALFA ICA (INDIA) LTD,Active,XT,10,INE042C01010,Plastic Products,Equity
505885,ALFALAVAL,ALFA LAVAL (INDIA) LTD,Delisted,B ,10,INE427A01017,Industrial Machinery,Equity
517546,ALFATRAN,ALFA TRANSFORMERS LTD,Active,X ,10,INE209C01015,Other ElectEquip/ Prod,Equity
531156,ALFAVIO,ALFAVISION OVERSEAS LTD,Active,X ,10,INE883B01019,Finance (including NBFCs),Equity
505216,ALFREDHE,ALFRED HERBERT (INDIA) LTD,Active,X ,10,INE782D01027,Finance (including NBFCs),Equity
531147,ALICON,ALICON CASTALLOY LTD,Active,B ,5,INE062D01024,Auto Parts & Equipment,Equity
531581,ALKADIA,ALKA DIAMOND INDUSTRIES LTD,Suspended,Z ,10,INE963D01015,Other Apparels & Accessories,Equity
530889,ALKA,ALKA INDIA LTD,Active,XT,1,INE061B01020,Textiles,Equity
532166,ALKASEC,ALKA SECURITIES LTD,Suspended,XT,1,INE921C01031,Finance (including NBFCs),Equity
533029,ALKALI,ALKALI METALS LTD,Active,B ,10,INE773I01017,Specialty Chemicals,Equity
539523,ALKEM,ALKEM LABORATORIES LTD,Active,A ,2,INE540L01014,Pharmaceuticals,Equity
506767,ALKYLAMINE,ALKYL AMINES CHEMICALS LTD,Active,B ,5,INE150B01021,Specialty Chemicals,Equity
532480,ALBK,ALLAHABAD BANK,Delisted,B ,10,INE428A01015,Banks,Equity
532749,ALLCARGO,ALLCARGO LOGISTICS LTD,Active,A ,2,INE418H01029,Transportation - Logistics,Equity
534064,AIML,ALLIANCE INTEGRATED METALIKS LTD,Suspended,XT,10,INE123D01016,Iron & Steel Products,Equity
532919,ACIASIA,ALLIED COMPUTERS INTERNATIONAL (ASIA) LTD,Suspended,XT,10,INE335I01056,Computer Hardware,Equity
532875,ADSL,ALLIED DIGITAL SERVICES LTD,Active,B ,5,INE102I01027,IT Consulting & Software,Equity
524538,ALLRESN,ALLIED RESINS & CHEMICALS LTD,Delisted,Z ,10,NA          ,Fibres & Plastics,Equity
532633,ALLSEC,ALLSEC TECHNOLOGIES LTD,Active,B ,10,INE835G01018,BPO/KPO,Equity
532327,ALLSOFT,ALLSOFT CORPORATION LTD,Delisted,X ,10,INE347B01015,IT Software Products,Equity
531400,ALMONDZ,ALMONDZ GLOBAL SECURITIES LTD,Active,B ,6,INE326B01027,Other Financial Services,Equity
506120,ALNATRD,ALNA TRADING & EXPORTS LTD,Active,P ,10,INE07I701011,CommTrading  & Distribution,Equity
521070,ALOKTEXT,ALOK INDUSTRIES LTD,Active,B ,1,INE270A01029,Textiles,Equity
539693,ALORA,ALORA TRADING COMPANY LTD,Suspended,Z ,10,INE527R01018,Real Estate Investment,Equity
532878,ALPA,ALPA LABORATORIES LTD,Active,B ,10,INE385I01010,Biotechnology,Equity
531720,ALPGRAPH,ALPHA GRAPHIC INDIA LTD,Suspended,X ,5,INE952B01020,Industrial Machinery,Equity
531247,ALPHA,ALPHA HI-TECH FUEL LTD,Suspended,XT,10,INE506B01016,Coal,Equity
526397,ALPHAGEO,ALPHAGEO (INDIA) LTD,Active,B ,10,INE137C01018,Oil Equipment & Services,Equity
511325,ALPICFIN,ALPIC FINANCE LTD,Delisted,B ,10,INE429A01013,Finance (including NBFCs),Equity
511694,ALPINFN,ALPINE CAPITAL SERVICES LTD,Delisted,P ,10,INE118F01011,MiscCommercial Services,Equity
526519,ALPINEHOU,ALPINE HOUSING DEVELOPMENT CORPORATION LTD,Active,X ,10,INE840D01015,Realty,Equity
519012,ALPININ-B,ALPINE INDUSTRIES LTD,Delisted,P ,10,NA          ,Other Agricultural Products,Equity
530715,ALPSINDUS,ALPS INDUSTRIES LTD,Active,B ,10,INE093B01015,Textiles,Equity
531924,ALPSINFO,ALPS INFOSYS LTD,Delisted,XD,10,INE098B01014,IT Software Products,Equity
538423,ALPSMOTOR,ALPS MOTOR FINANCE LTD,Suspended,Z ,1,INE729P01022,Other Financial Services,Equity
523447,ALSAMRN-B,ALSA MARINE & HARVESTS LTD,Delisted,P ,10,NA          ,Packaged Foods,Equity
539277,ALSTONE,ALSTONE TEXTILES (INDIA) LTD,Active,XT,10,INE184S01016,Distributors,Equity
524634,ALUFLUOR,ALUFLUORIDE LTD,Active,X ,10,INE058F01019,Commodity Chemicals,Equity
506597,AMAL,AMAL LTD,Active,X ,10,INE841D01013,Specialty Chemicals,Equity
501622,AMALGAM,AMALGAMATED ELECTRICITY COLTD,Active,XT,5,INE492N01022,MiscCommercial Services,Equity
512008,AMANITRA,AMANI TRADING & EXPORTS LTD,Active,XT,10,INE886D01018,CommTrading  & Distribution,Equity
532664,AMAR,AMAR REMEDIES LTD,Delisted,XT,10,INE787G01011,Personal Products,Equity
500008,AMARAJABAT,AMARA RAJA BATTERIES LTD,Active,A ,1,INE885A01032,Auto Parts & Equipment,Equity
521097,AMARJOTHI,AMARJOTHI SPINNING MILLS LTD,Active,X ,10,INE484D01012,Textiles,Equity
538465,AMARSEC,AMARNATH SECURITIES LTD,Active,Z ,10,INE745P01010,Finance (including NBFCs),Equity
531112,AMAZEENT,AMAZE ENTERTECH LTD,Active,XT,10,INE011E01029,Industrial Machinery,Equity
